#mass/MSun,name,radius/m,vx/kms,vy/kms,vz/kms,x/pc,y/pc,z/pc
92.2091059856,BH1,272385.596232,-37.2500642543,35.1281024502,0.0,4.69333813483,4.9768457416,-0.0230044731872
63.7475297399,BH2,188310.131748,45.0510267802,16.0726205277,0.0,2.63542290665,-7.38700373969,-0.0384290338955
44.8606108686,BH3,132518.194468,-4.45302135706,42.6954393136,0.0,9.69642877984,1.01131186698,0.425307835892
58.4945896128,BH4,172792.952472,10.2497019433,-41.3162296668,0.0,-9.62316869896,-2.38730909645,0.119493344043
66.1320591309,BH5,195354.028909,-40.0324043545,18.5538354749,0.0,3.87904826724,8.36957021393,0.0614450469567
88.5935591976,BH6,261705.275053,60.8902051533,36.6472823517,0.0,1.82736550745,-3.03620496522,0.0156425404225
95.8633947461,BH7,283180.361154,17.431483675,40.0224286072,0.0,8.64125393337,-3.76363659362,0.428261426664
61.3115309488,BH8,181114.194036,-50.7166821579,22.4874158025,0.0,2.3602823462,5.3232301393,-0.135113481212
59.6383624802,BH9,176171.656246,-10.2118539757,-51.4800960563,0.0,-6.38494952716,1.26655109854,-0.309887947834
94.1530945321,BH10,278128.13623,38.0686934492,-77.5024992549,0.0,-2.15314218984,-1.05760860315,0.0114938995763
24.9176618171,BH11,73606.7452147,18.7125047129,-48.9805940087,0.0,-6.0923171728,-2.32750370052,0.0911192979719
39.8990929834,BH12,117861.87617,42.314473686,-9.25524163089,0.0,-2.0457631706,-9.35312067499,0.25969785038
91.6585297533,BH13,270759.194656,34.2727832231,-29.3012213857,0.0,-5.73857323466,-6.71224157835,-0.127733598267
87.7813322047,BH14,259305.957422,-75.5022259189,-29.3059977763,0.0,-0.98684143482,2.54243945306,-0.076596973773
85.3675992937,BH15,252175.793095,112.144789648,2.2384884081,0.0,0.0283534494038,-1.42046374137,0.0638692332437
69.2425823636,BH16,204542.511069,-26.2980163687,47.8493422212,0.0,5.26926078285,2.89598769567,0.25422131886
79.3836442619,BH17,234499.196605,-99.6831282128,44.3099104511,0.0,0.610161000266,1.37266712121,0.00773799940519
98.7594530285,BH18,291735.31409,-55.2943791433,-14.6987579522,0.0,-1.40625957545,5.29012385889,0.135435157001
92.3722183646,BH19,272867.430017,27.6506791135,50.6338502103,0.0,4.72478641395,-2.58016233152,-0.193850085296
97.3375297853,BH20,287534.954416,46.348756494,-20.1136017747,0.0,-2.79696278115,-6.44517815945,0.0747894883235
53.5556668706,BH21,158203.3802,-7.73927321262,-42.6890114274,0.0,-9.39009630354,1.70237066533,0.10803300776
90.0348408855,BH22,265962.819551,-32.9168648557,-56.9810374626,0.0,-3.5801593537,2.06819017089,-0.115592260606
71.4313811012,BH23,211008.220099,29.7616998063,33.2013630288,0.0,6.72571110212,-6.02892702423,-0.428472827758
75.1215680927,BH24,221909.028356,42.0785054518,-24.6851134796,0.0,-3.81441972204,-6.50210019096,0.293580259029
91.0806817086,BH25,269052.232176,-19.280758215,-52.4125565775,0.0,-5.39296961083,1.98388611274,-0.101776287616
84.1164939641,BH26,248480.029347,-10.5415293852,-67.5198468723,0.0,-3.78728212127,0.59128904494,0.00581305955709
96.8332276825,BH27,286045.246567,14.3435519466,-43.5229386751,0.0,-8.11903401794,-2.67573352669,0.267068496022
78.2373993616,BH28,231113.190448,34.5166740986,-31.284593518,0.0,-5.5544434079,-6.12828524683,0.186050999677
82.8798084634,BH29,244826.861757,49.4090064943,-2.54254263174,0.0,-0.37663357295,-7.31908697205,0.0727200669988
67.1049662789,BH30,198227.995539,4.40918630074,-66.7690560637,0.0,-3.98967098659,-0.263463401994,-0.101865348217
51.9144612041,BH31,153355.260492,42.8816544517,-0.236930188408,0.0,-0.0539776667983,-9.76934037535,-0.441437459916
84.7522347374,BH32,250358.006882,71.0469552263,-101.050945401,0.0,-0.958154112459,-0.673659529433,0.0267218909826
99.347437693,BH33,293472.220133,-42.7892049357,23.8939782791,0.0,3.64167699734,6.5214951453,-0.590370072614
93.3690263838,BH34,275811.999794,-29.1805234606,-48.1408776823,0.0,-4.83588519952,2.93126482754,0.0955341985208
66.1864615691,BH35,195514.733651,-25.8127601344,-34.6770313063,0.0,-7.7105723873,5.73956731688,-0.544350819186
37.1361862066,BH36,109700.252633,-38.6925358512,43.0392199053,0.0,3.97806779261,3.57630856282,-0.0629008147994
17.1093686821,BH37,50541.0560033,-8.91742714643,48.291037003,0.0,7.3155040973,1.35088163095,-0.0513207985313
97.6002346818,BH38,288310.984387,33.8500443883,-54.4754091877,0.0,-3.69755562502,-2.29759489468,0.0332980180663
99.0521805862,BH39,292600.030969,50.9744913626,-61.5421163649,0.0,-2.15752342032,-1.78704707361,0.0154656877932
97.466057669,BH40,287914.625641,41.754856841,28.1348718988,0.0,3.95360900664,-5.86753615482,-0.130063684873
96.914296648,BH41,286284.7242,-2.6528994354,50.9947038364,0.0,6.86852404172,0.35732148991,-0.0244496320893
95.4319478501,BH42,281905.867505,48.334722017,-1.83554931397,0.0,-0.291024952997,-7.66343355424,-0.120731763225
82.8102628226,BH43,244621.424012,103.871788832,-18.0260912643,0.0,-0.275027468718,-1.58479144119,0.0220381524068
54.7213560048,BH44,161646.824602,29.5802054041,-44.6513349384,0.0,-5.20966788036,-3.45125282818,0.146553646388
96.1398009207,BH45,283996.864686,-11.3609434652,-61.5043272567,0.0,-4.50200069842,0.831599623904,-0.0332737119723
74.1705483665,BH46,219099.717145,-51.5953599883,4.4457772193,0.0,0.574012307657,6.66168595284,-0.13216196167
77.9953241647,BH47,230398.100587,56.8241120669,77.4236726094,0.0,1.5628607527,-1.14704161613,0.0862695770803
69.2085907679,BH48,204442.099933,-26.8834240002,-60.9495673348,0.0,-3.69134542453,1.62816585118,0.0277445446949
63.0865606224,BH49,186357.629712,-33.709114399,61.5532076232,0.0,3.18753429957,1.74562727929,-0.0197692654167
71.5062507738,BH50,211229.385028,43.7395412368,9.36309680999,0.0,1.87858203007,-8.77576274585,-0.372503747376
93.752028614,BH51,276943.387955,-25.1546750242,34.7604961585,0.0,7.90520010113,5.72065308384,-0.188439557941
73.2037455589,BH52,216243.78273,48.4156587298,-20.642012301,0.0,-2.53840631035,-5.9538097278,-0.0257478248747
95.2220463561,BH53,281285.818726,-5.00047248893,80.4123611805,0.0,2.75066301372,0.171050999181,0.0684585937005
66.8693887578,BH54,197532.099805,21.3641341715,39.840416307,0.0,7.74238336338,-4.15179690162,-0.228800772883
44.2470876528,BH55,130705.847573,-30.374116448,-31.0319371842,0.0,-6.80785646878,6.66354226991,-0.299989638674
58.8086059637,BH56,173720.556422,-67.6017358784,29.0146777552,0.0,1.30419018496,3.03865240768,0.0291093575299
77.9438140011,BH57,230245.939621,47.3021917094,-4.833860449,0.0,-0.806925124326,-7.89624097111,-0.137742871185
71.7891592249,BH58,212065.096277,-10.0388468067,42.7054444309,0.0,9.08467400082,2.13555090688,0.342183483952
94.1818335174,BH59,278213.03116,8.91078123616,70.5467034001,0.0,3.51186307872,-0.443584776008,-0.186484971206
79.5816428415,BH60,235084.084189,5.60460052664,50.7006840818,0.0,6.85075189839,-0.757301965309,-0.0678771328465
87.9599230923,BH61,259833.514704,74.1580636941,-23.8928846214,0.0,-0.903861678903,-2.80538047275,-0.0370338950346
58.3412058132,BH62,172339.856898,-15.6768188877,49.9474476182,0.0,6.24241957654,1.95928492424,-0.314142431347
56.718423267,BH63,167546.159067,-26.5413780819,59.0175207129,0.0,3.8997929326,1.75381611113,0.113162177315
95.9397439205,BH64,283405.89653,-3.34591253395,-43.692083459,0.0,-9.32620916605,0.714195288312,-0.0154933228045
80.0329522037,BH65,236417.251541,-42.1097238952,-10.2966063261,0.0,-2.27033976979,9.28494086559,0.016743047652
75.7189602462,BH66,223673.724111,5.90563438013,69.0249865651,0.0,3.71610518833,-0.317942235884,-0.118324089418
48.7077708436,BH67,143882.700743,41.3314761904,86.1975941269,0.0,1.76434709243,-0.845998900329,-0.0169182780252
99.3370012461,BH68,293441.390881,-94.3596254468,-17.5973080697,0.0,-0.355795150883,1.90783141604,-0.089766722131
84.6838615561,BH69,250156.03258,-15.7637024777,-61.397567634,0.0,-4.31671151935,1.1083070339,0.0560032366478
64.2664846373,BH70,189843.123936,33.0505471153,-74.1111098772,0.0,-2.48117233039,-1.10650215794,0.0227051631589
53.606589501,BH71,158353.805593,0.213617890986,45.5635403889,0.0,8.64742041832,-0.0405421461208,0.106588525536
51.4377730293,BH72,151947.124155,27.8737680496,-55.5413822187,0.0,-4.14498181659,-2.08018340758,0.0827787605348
65.4320052561,BH73,193286.070544,16.1501952443,-54.9171861152,0.0,-5.24631515978,-1.54285061084,0.191879369866
92.7852549436,BH74,274087.539611,103.896980784,-81.0041878977,0.0,-0.633094673753,-0.812015117493,-0.0215297799162
78.4745290754,BH75,231813.671358,-41.8914056523,-11.5374226473,0.0,-2.52619424418,9.17239760336,0.0141261705125
62.827579017,BH76,185592.598339,82.3339666489,-20.9365012952,0.0,-0.610764688733,-2.40186642473,0.0711695116554
59.9162552017,BH77,176992.551035,12.5272320999,46.9964225178,0.0,7.32845992891,-1.95345333848,-0.0732757261207
89.4303145905,BH78,264177.04955,51.3698649569,28.918840143,0.0,2.52896446349,-4.49231581654,0.0579028287882
36.022369682,BH79,106410.039861,44.1132064456,12.5822809757,0.0,2.33995127939,-8.20381885129,-0.234138183609
50.1702540206,BH80,148202.874417,-128.739810134,-23.4520639657,0.0,-0.18703578575,1.02673059313,-0.0170101556527
96.3419994718,BH81,284594.15898,56.4418061515,-26.2793479901,0.0,-1.95018737146,-4.1885398991,-0.0072229115746
90.0016126181,BH82,265864.663286,12.3366711406,-71.2041220746,0.0,-3.37672073864,-0.585043282225,0.0508429503519
28.2618209078,BH83,83485.3874385,18.0753538717,52.9279771008,0.0,5.42176911913,-1.85158021915,-0.0870716266849
84.8912739707,BH84,250768.728622,81.5061205009,-8.23070822515,0.0,-0.267812437747,-2.65206252312,0.0398990501972
77.3037675822,BH85,228355.243214,75.3892340979,24.0457808996,0.0,0.86820142005,-2.72201765347,-0.0837826812811
92.5487902668,BH86,273389.023219,51.5370916593,7.05749865946,0.0,0.89907662403,-6.5654698098,-0.0874891913691
89.7690939873,BH87,265177.80351,45.7705633231,-0.739223686654,0.0,-0.138344541925,-8.56588841906,0.0101323840629
82.8071470287,BH88,244612.21996,44.2144646852,6.30885417825,0.0,1.27161504236,-8.91188428122,-0.253803393514
54.0270245475,BH89,159595.770252,-56.1802503477,40.160157693,0.0,2.18275275275,3.05346400863,-0.10906535009
73.9964918733,BH90,218585.554458,-16.1487225575,42.9691659557,0.0,7.97484433883,2.997115392,-0.310703018124
84.6320627023,BH91,250003.018824,-24.4444048598,41.9564609243,0.0,6.574809531,3.83057346857,0.0650312630423
56.3666753104,BH92,166507.095996,56.4810670962,-12.4426222806,0.0,-1.15241395512,-5.23117783805,0.177108519892
52.1334644129,BH93,154002.195726,28.7514977622,-37.0904601224,0.0,-6.44077873116,-4.99271334635,-0.427131750302
84.7557867915,BH94,250368.499646,0.0731494043889,48.1271490942,0.0,7.74674333474,-0.0117744281877,-0.113350788172
53.2797844984,BH95,157388.42398,47.6318330147,-32.7438961029,0.0,-3.0381088654,-4.41947084435,0.0753329909191
85.4384551494,BH96,252385.101214,32.8741245712,-29.7408795218,0.0,-6.13053045708,-6.77639078515,0.10604428111
81.3462865307,BH97,240296.839678,37.3761847085,-23.3324951373,0.0,-4.89876839971,-7.8473078629,0.269314585837
80.6266313769,BH98,238170.979157,-40.5235045069,-14.4110617382,0.0,-3.2539449877,9.15000273884,0.390796329002
50.2439672035,BH99,148420.623077,-40.3149221066,26.341924638,0.0,4.23195827809,6.47678826373,-0.327540967049
41.2986406446,BH100,121996.1384,112.749327501,-50.0338516193,0.0,-0.476436775143,-1.07363163649,-0.00303260691015
94.3192846893,BH101,278619.061769,53.745624713,-51.9936103638,0.0,-2.22495431583,-2.2999279878,-0.0198614262575
75.6007624027,BH102,223324.567813,62.1920326129,-6.78931899621,0.0,-0.496566510748,-4.54868605351,0.0209989726428
80.4210588352,BH103,237563.718098,49.5023589711,42.6525709071,0.0,2.73727538157,-3.17686802131,0.0288734586495
87.1511688087,BH104,257444.455453,-6.28985890601,-53.8442689799,0.0,-6.05846709117,0.707724404326,-0.088157628629
93.0431004749,BH105,274849.215023,-38.861848929,24.7141126926,0.0,4.54163679852,7.14152295693,-0.0130907206112
96.8666681138,BH106,286144.029563,19.3338970101,-50.803602328,0.0,-5.66974601982,-2.15768726228,-0.0777519908672
